'date','symbol','open','high','low','close','Volume BTC','Volume BRL','tradecount'
'2021-02-26 00:00:00','BTC/BRL','264501.00000000','271690.00000000','251000.00000000','262320.00000000','344.79807000','90600481.65775200',50531
'2021-02-25 00:00:00','BTC/BRL','273577.00000000','284736.00000000','262651.00000000','265018.00000000','225.22327400','62112691.77523700',39432
'2021-02-24 00:00:00','BTC/BRL','271544.00000000','285708.00000000','262101.00000000','273459.00000000','273.26004900','75144836.04424000',47186
'2021-02-23 00:00:00','BTC/BRL','301812.00000000','302000.00000000','254000.00000000','271544.00000000','504.63316400','136480979.97717500',54878
'2021-02-22 00:00:00','BTC/BRL','316762.00000000','317206.00000000','265400.00000000','301195.00000000','447.28900000','133294435.80158100',58499
'2021-02-21 00:00:00','BTC/BRL','308031.00000000','319000.00000000','305913.00000000','316779.00000000','150.98718300','47534349.72123600',33021
'2021-02-20 00:00:00','BTC/BRL','305400.00000000','315000.00000000','298131.00000000','308019.00000000','200.22391500','61855521.90977200',37976
'2021-02-19 00:00:00','BTC/BRL','283925.00000000','306999.00000000','280500.00000000','305400.00000000','264.38384400','77533901.47929900',40635
'2021-02-18 00:00:00','BTC/BRL','285648.00000000','287642.00000000','279435.00000000','283927.00000000','173.69859600','49363341.76111400',33133
'2021-02-17 00:00:00','BTC/BRL','267097.00000000','286973.00000000','266000.00000000','285619.00000000','199.08902700','55431818.59662000',38474
'2021-02-16 00:00:00','BTC/BRL','261933.00000000','274453.00000000','258430.00000000','266875.00000000','147.88079000','39362959.24286400',28971
'2021-02-15 00:00:00','BTC/BRL','265511.00000000','267145.00000000','253500.00000000','262025.00000000','151.20621800','39603195.03303000',27926
'2021-02-14 00:00:00','BTC/BRL','257245.00000000','269000.00000000','256376.00000000','265498.00000000','151.27552700','40024433.53353700',26352
'2021-02-13 00:00:00','BTC/BRL','257373.00000000','260300.00000000','253045.00000000','257291.00000000','116.36432100','29863847.09589300',21342
'2021-02-12 00:00:00','BTC/BRL','260654.00000000','264524.00000000','252022.00000000','257596.00000000','173.84705700','44914992.84695700',26035
'2021-02-11 00:00:00','BTC/BRL','243885.00000000','263199.00000000','240000.00000000','260123.00000000','234.39210600','59658441.88330500',33519
'2021-02-10 00:00:00','BTC/BRL','252510.00000000','255200.00000000','238385.00000000','243942.00000000','252.28231300','62359800.36426800',37087
'2021-02-09 00:00:00','BTC/BRL','247031.00000000','257171.00000000','242236.00000000','252512.00000000','298.31680600','74638602.94948100',33481
'2021-02-08 00:00:00','BTC/BRL','211841.00000000','249212.00000000','207446.00000000','247248.00000000','428.28369300','99342329.80530300',45412
'2021-02-07 00:00:00','BTC/BRL','212614.00000000','215000.00000000','203977.00000000','212059.00000000','158.07977900','33173661.66178300',22857
'2021-02-06 00:00:00','BTC/BRL','207499.00000000','222621.00000000','206850.00000000','212614.00000000','248.33737100','53528486.79347200',28654
'2021-02-05 00:00:00','BTC/BRL','201874.00000000','208080.00000000','200183.00000000','207490.00000000','184.83866800','37858813.84773600',24951
'2021-02-04 00:00:00','BTC/BRL','202509.00000000','207506.00000000','197471.00000000','202021.00000000','269.66343800','54719154.63577500',31056
'2021-02-03 00:00:00','BTC/BRL','191535.00000000','202713.00000000','191120.00000000','202664.00000000','230.20362900','45574244.10468500',27777
'2021-02-02 00:00:00','BTC/BRL','184149.00000000','193917.00000000','183340.00000000','191540.00000000','207.24953800','39310699.21027900',26462
'2021-02-01 00:00:00','BTC/BRL','182546.00000000','189700.00000000','179057.00000000','184276.00000000','179.15569300','33181528.77187300',30579
'2021-01-31 00:00:00','BTC/BRL','187500.00000000','188000.00000000','178908.00000000','182546.00000000','89.01853500','16315400.36450500',11895
'2021-01-30 00:00:00','BTC/BRL','188300.00000000','191806.00000000','181202.00000000','187447.00000000','83.97387800','15719601.09129300',10286
'2021-01-29 00:00:00','BTC/BRL','182181.00000000','207632.00000000','173607.00000000','188300.00000000','469.27208300','91185918.90442000',41812
'2021-01-28 00:00:00','BTC/BRL','166425.00000000','184200.00000000','164285.00000000','182044.00000000','170.84626800','29823966.75351100',23256
'2021-01-27 00:00:00','BTC/BRL','175669.00000000','175774.00000000','160001.00000000','166567.00000000','242.22379600','40590407.11160000',30595
'2021-01-26 00:00:00','BTC/BRL','178570.00000000','181498.00000000','169128.00000000','175525.00000000','201.16165200','35139039.35984900',26516
'2021-01-25 00:00:00','BTC/BRL','177621.00000000','191348.00000000','176000.00000000','178696.00000000','181.62224100','33367578.55458900',23691
'2021-01-24 00:00:00','BTC/BRL','177289.00000000','181483.00000000','171438.00000000','177459.00000000','83.58348000','14781503.37644600',12574
'2021-01-23 00:00:00','BTC/BRL','181219.00000000','183206.00000000','174000.00000000','177319.00000000','105.12443000','18721380.33689400',16638
'2021-01-22 00:00:00','BTC/BRL','167340.00000000','186000.00000000','155000.00000000','181268.00000000','361.67764000','61716377.33175800',37489
'2021-01-21 00:00:00','BTC/BRL','189203.00000000','189908.00000000','163651.00000000','167696.00000000','398.96630200','69134052.69437000',36740
'2021-01-20 00:00:00','BTC/BRL','193797.00000000','196125.00000000','180000.00000000','189367.00000000','233.55708400','43939384.74615400',28179
'2021-01-19 00:00:00','BTC/BRL','194691.00000000','201000.00000000','193021.00000000','193900.00000000','156.30423700','30724018.05029500',23526
'2021-01-18 00:00:00','BTC/BRL','191912.00000000','198600.00000000','186819.00000000','194756.00000000','131.56934000','25331201.08772000',18189
'2021-01-17 00:00:00','BTC/BRL','194236.00000000','196869.00000000','185000.00000000','191912.00000000','128.61571200','24512867.93126100',17283
'2021-01-16 00:00:00','BTC/BRL','197757.00000000','202124.00000000','190633.00000000','194270.00000000','99.87477600','19713158.01486300',18037
'2021-01-15 00:00:00','BTC/BRL','205900.00000000','207684.00000000','184563.00000000','197976.00000000','263.33313600','51478814.23898100',29355
'2021-01-14 00:00:00','BTC/BRL','198827.00000000','211899.00000000','196299.00000000','206134.00000000','240.05435100','49175138.46758500',26381
'2021-01-13 00:00:00','BTC/BRL','183868.00000000','200600.00000000','177000.00000000','198819.00000000','239.84631300','44981232.70178200',29638
'2021-01-12 00:00:00','BTC/BRL','199160.00000000','203999.00000000','180375.00000000','184137.00000000','319.94082700','61087436.13227300',36556
'2021-01-11 00:00:00','BTC/BRL','209415.00000000','209822.00000000','168112.00000000','199020.00000000','622.88151600','115265765.25604200',49124
'2021-01-10 00:00:00','BTC/BRL','220504.00000000','224900.00000000','188500.00000000','209390.00000000','207.13160000','43668676.43330300',24894
'2021-01-09 00:00:00','BTC/BRL','223113.00000000','225333.00000000','213593.00000000','220612.00000000','145.87659700','32380319.34442400',21738
'2021-01-08 00:00:00','BTC/BRL','216160.00000000','228045.00000000','200150.00000000','222915.00000000','309.59780500','67904660.30487400',34911
'2021-01-07 00:00:00','BTC/BRL','196752.00000000','222813.00000000','194600.00000000','215874.00000000','362.24761100','75600532.03461100',36005
'2021-01-06 00:00:00','BTC/BRL','179990.00000000','197555.00000000','177210.00000000','196635.00000000','282.03212300','52764708.93478000',30281
'2021-01-05 00:00:00','BTC/BRL','169825.00000000','182966.00000000','159769.00000000','179972.00000000','229.90616900','39920823.60510600',23843
'2021-01-04 00:00:00','BTC/BRL','173504.00000000','175981.00000000','150000.00000000','169820.00000000','245.30932800','40581533.73573100',24657
'2021-01-03 00:00:00','BTC/BRL','168885.00000000','180925.00000000','167897.00000000','173503.00000000','172.84791800','30309745.06470000',19212
'2021-01-02 00:00:00','BTC/BRL','153478.00000000','173900.00000000','152171.00000000','168784.00000000','187.81836700','31072559.50919900',17243
'2021-01-01 00:00:00','BTC/BRL','152056.00000000','154167.00000000','150911.00000000','153480.00000000','58.94861700','9013538.82790500',6193
'2020-12-31 00:00:00','BTC/BRL','151605.00000000','153360.00000000','147190.00000000','151825.00000000','99.34789900','15001155.23462600',10937
'2020-12-30 00:00:00','BTC/BRL','143085.00000000','151784.00000000','142600.00000000','151664.00000000','156.57296000','23046789.55728400',14751
'2020-12-29 00:00:00','BTC/BRL','143425.00000000','143445.00000000','137338.00000000','142980.00000000','122.59611000','17264939.32724300',11623
'2020-12-28 00:00:00','BTC/BRL','138357.00000000','144680.00000000','137455.00000000','143325.00000000','119.25797000','16984617.22359900',11792
'2020-12-27 00:00:00','BTC/BRL','139329.00000000','149500.00000000','130000.00000000','138343.00000000','139.80070600','19854640.80610000',14326
